95,20.472893714904785,21824.0
85,43.057471756140394,22087.0
75,125.32069515784582,22315.0
65,181.99158609310786,22342.0
55,47.824579974015556,22416.0
45,40.793222848574324,23185.0
35,933.3578288793564,21749.0
95,48.40955901940664,21798.0
85,11.286572690804801,22023.0
75,24.866486942768102,22450.0
65,106.56381425857543,22115.0
55,23.08774313131968,22641.0
45,45.19875450134278,22768.0
35,4271.227384765943,21545.0
95,27.48302607536316,21815.0
85,15.326429442564649,21931.0
75,15.643051699797313,22391.0
65,102.48481067419053,22299.0
55,53.422853179772694,22628.0
45,18.92372397184372,23052.0
35,3282.291361598174,21388.0
95,36.242524953683215,21782.0
85,11.777962509791054,21974.0
75,22.999605890115102,22513.0
65,123.07023065090179,22494.0
55,16.30513947804769,22437.0
45,25.51754590670268,23302.0
35,2791.691862487793,21919.0
95,64.49822220802307,21716.0
85,20.617342579364774,22256.0
75,95.3142786026001,21951.0
65,858.1417770346005,22192.0
55,23.33912031253179,22744.0
45,25.10114507675171,22871.0
35,1638.3739593585333,21530.0
95,16.66702872912089,21839.0
85,12.690378538767495,21834.0
75,34.89685891071955,22392.0
65,62.975545457998905,21997.0
55,27.479375759760536,22735.0
45,35.25755203564962,22995.0
35,1678.200587495168,21373.0
95,16.279447635014847,21945.0
85,28.717440144220987,21898.0
75,22.779657336076106,22157.0
65,45.32930293480555,22550.0
55,19.181545503934228,22565.0
45,28.464388811588286,22990.0
35,1364.4998216350873,21537.0
95,25.84619268576304,21633.0
85,13.15832861661911,21665.0
75,54.116521139939636,21930.0
65,74.27142299016317,22225.0
55,66.9095654129982,22575.0
45,124.89631615877151,22944.0
35,2953.986312063535,21650.0
95,39.80067051251729,21681.0
85,53.04970424572627,21984.0
75,24.30894298156102,22064.0
65,144.72455364863075,22105.0
55,32.26871666908264,22549.0
45,23.50738483270009,23047.0
35,1531.0958992878595,21831.0
95,108.64065091609957,21848.0
85,19.067348663012183,21925.0
75,269.2532249212265,22390.0
65,88.8480129400889,21989.0
55,15.851357750097911,22198.0
45,45.512431132793424,22786.0
35,4038.456437981129,21921.0
