epoch,object,raoff,raoff_err,decoff,decoff_err
0.0,2,-0.0806649173594853,0.0,-0.013839911803477874,0.0
36.89393939393939,2,-0.0803690152304948,0.0,-0.012217446727651772,0.0
73.78787878787878,2,-0.08003711750288683,0.0,-0.010589509729148799,0.0
110.68181818181817,2,-0.07966936560611373,0.0,-0.008956828987472696,0.0
147.57575757575756,2,-0.07926591229909702,0.0,-0.0073201345623959396,0.0
184.46969696969694,2,-0.07882692168167268,0.0,-0.005680158363383335,0.0
221.36363636363635,2,-0.07835256921274025,0.0,-0.004037634119252548,0.0
258.25757575757575,2,-0.07784304173504743,0.0,-0.0023932973477540217,0.0
295.1515151515151,2,-0.07729853750653766,0.0,-0.0007478853247489381,0.0
332.0454545454545,2,-0.07671926623818331,0.0,0.0008978629473376222,0.0
368.9393939393939,2,-0.07610544913822158,0.0,0.0025432067721161866,0.0
405.8333333333333,2,-0.07545731896270527,0.0,0.004187403793215226,0.0
442.7272727272727,2,-0.07477512007227495,0.0,0.005829710029983132,0.0
479.62121212121207,2,-0.07405910849505191,0.0,0.0074693799152491264,0.0
516.5151515151515,2,-0.07330955199554623,0.0,0.009105666335489343,0.0
553.4090909090909,2,-0.07252673014946541,0.0,0.010737820673749888,0.0
590.3030303030303,2,-0.07171093442430274,0.0,0.012365092855684693,0.0
627.1969696969696,2,-0.07086246826557578,0.0,0.013986731399073015,0.0
664.090909090909,2,-0.06998164718857637,0.0,0.015601983467188359,0.0
700.9848484848484,2,-0.06906879887548462,0.0,0.017210094926398457,0.0
737.8787878787878,2,-0.06812426327768834,0.0,0.018810310408383886,0.0
774.7727272727273,2,-0.06714839272313963,0.0,0.020401873377371666,0.0
811.6666666666666,2,-0.06614155202856722,0.0,0.021984026202787967,0.0
848.560606060606,2,-0.06510411861635165,0.0,0.023556010237744836,0.0
885.4545454545454,2,-0.06403648263585676,0.0,0.02511706590378388,0.0
922.3484848484848,2,-0.0629390470889963,0.0,0.026666432782310432,0.0
959.2424242424241,2,-0.06181222795979911,0.0,0.028203349713161716,0.0
996.1363636363635,2,-0.0606564543477209,0.0,0.029727054900762467,0.0
1033.030303030303,2,-0.059472168604431615,0.0,0.03123678602833281,0.0
1069.9242424242423,2,-0.05825982647379086,0.0,0.032731780380622494,0.0
1106.8181818181818,2,-0.057019897234702424,0.0,0.03421127497565779,0.0
1143.712121212121,2,-0.055752863846519396,0.0,0.03567450670599724,0.0
1180.6060606060605,2,-0.05445922309664838,0.0,0.037120712490003364,0.0
1217.5,2,-0.053139485749978746,0.0,0.03854912943364832,0.0
1254.3939393939393,2,-0.05179417669973779,0.0,0.03995899500338189,0.0
1291.2878787878788,2,-0.05042383511934628,0.0,0.04134954721060052,0.0
1328.181818181818,2,-0.04902901454374785,0.0,0.04272002487698193,0.0
1365.0757575757575,2,-0.04761028329319253,0.0,0.044069667578913174,0.0
1401.9696969696968,2,-0.04616822423610895,0.0,0.045397716253279284,0.0
1438.8636363636363,2,-0.04470343518871886,0.0,0.04670341318733034,0.0
1475.7575757575755,2,-0.04321652900486439,0.0,0.04798600232912606,0.0
1512.651515151515,2,-0.04170813372331075,0.0,0.04924472955344083,0.0
1549.5454545454545,2,-0.04017889271222556,0.0,0.05047884294328681,0.0
1586.4393939393938,2,-0.038629464810151,0.0,0.05168759308765385,0.0
1623.3333333333333,2,-0.037060524462745166,0.0,0.05287023339606805,0.0
1660.2272727272725,2,-0.035472761854527655,0.0,0.0540260204305731,0.0
1697.121212121212,2,-0.03386688303482288,0.0,0.05515421425573742,0.0
1734.0151515151513,2,-0.0322436100370529,0.0,0.05625407880728679,0.0
1770.9090909090908,2,-0.030603680990484394,0.0,0.057324882279959605,0.0
1807.8030303030303,2,-0.0289478502234919,0.0,0.058365897535172545,0.0
1844.6969696969695,2,-0.027276888357349045,0.0,0.05937640252907705,0.0
1881.590909090909,2,-0.025591582389516355,0.0,0.0603556807615719,0.0
1918.4848484848483,2,-0.023892735765342323,0.0,0.06130302174682289,0.0
1955.3787878787878,2,-0.02218116843704501,0.0,0.06221772150582228,0.0
1992.272727272727,2,-0.020457716908796716,0.0,0.06309908308149367,0.0
2029.1666666666665,2,-0.01872323426667847,0.0,0.06394641707682586,0.0
2066.060606060606,2,-0.016978590192225185,0.0,0.06475904221648406,0.0
2102.9545454545455,2,-0.015224670958231889,0.0,0.06553628593231209,0.0
2139.8484848484845,2,-0.013462379405442482,0.0,0.06627748497309774,0.0
2176.742424242424,2,-0.01169263489869489,0.0,0.06698198603892684,0.0
2213.6363636363635,2,-0.00991637326105047,0.0,0.06764914644039922,0.0
2250.530303030303,2,-0.008134546684387832,0.0,0.06827833478292213,0.0
2287.424242424242,2,-0.0063481236149046365,0.0,0.06886893167623066,0.0
2324.3181818181815,2,-0.004558088611923446,0.0,0.0694203304692155,0.0
2361.212121212121,2,-0.0027654421783671543,0.0,0.06993193801005806,0.0
2398.1060606060605,2,-0.0009712005612337755,0.0,0.07040317543158918,0.0
2435.0,2,0.0008236044796293117,0.0,0.07083347896169372,0.0
2471.893939393939,2,0.002617925936171966,0.0,0.0712223007584829,0.0
