epoch,object,raoff,raoff_err,decoff,decoff_err
0.0,1,-0.0,0.0,-0.0,0.0
14.757575757575758,1,-0.0,0.0,-0.0,0.0
29.515151515151516,1,-0.0,0.0,-0.0,0.0
44.27272727272727,1,-0.0,0.0,-0.0,0.0
59.03030303030303,1,-0.0,0.0,-0.0,0.0
73.78787878787878,1,-0.0,0.0,-0.0,0.0
88.54545454545455,1,-0.0,0.0,-0.0,0.0
103.30303030303031,1,-0.0,0.0,-0.0,0.0
118.06060606060606,1,-0.0,0.0,-0.0,0.0
132.8181818181818,1,-0.0,0.0,-0.0,0.0
147.57575757575756,1,-0.0,0.0,-0.0,0.0
162.33333333333334,1,-0.0,0.0,-0.0,0.0
177.0909090909091,1,-0.0,0.0,-0.0,0.0
191.84848484848484,1,-0.0,0.0,-0.0,0.0
206.60606060606062,1,-0.0,0.0,-0.0,0.0
221.36363636363637,1,-0.0,0.0,-0.0,0.0
236.12121212121212,1,-0.0,0.0,-0.0,0.0
250.87878787878788,1,-0.0,0.0,-0.0,0.0
265.6363636363636,1,-0.0,0.0,-0.0,0.0
280.3939393939394,1,-0.0,0.0,-0.0,0.0
295.1515151515151,1,-0.0,0.0,-0.0,0.0
309.90909090909093,1,-0.0,0.0,0.0,0.0
324.6666666666667,1,-0.0,0.0,0.0,0.0
339.42424242424244,1,-0.0,0.0,0.0,0.0
354.1818181818182,1,-0.0,0.0,0.0,0.0
368.93939393939394,1,-0.0,0.0,0.0,0.0
383.6969696969697,1,-0.0,0.0,0.0,0.0
398.45454545454544,1,-0.0,0.0,0.0,0.0
413.21212121212125,1,-0.0,0.0,0.0,0.0
427.969696969697,1,-0.0,0.0,0.0,0.0
442.72727272727275,1,-0.0,0.0,0.0,0.0
457.4848484848485,1,-0.0,0.0,0.0,0.0
472.24242424242425,1,-0.0,0.0,0.0,0.0
487.0,1,-0.0,0.0,0.0,0.0
501.75757575757575,1,-0.0,0.0,0.0,0.0
516.5151515151515,1,-0.0,0.0,0.0,0.0
531.2727272727273,1,-0.0,0.0,0.0,0.0
546.030303030303,1,-0.0,0.0,0.0,0.0
560.7878787878788,1,-0.0,0.0,0.0,0.0
575.5454545454545,1,-0.0,0.0,0.0,0.0
590.3030303030303,1,-0.0,0.0,0.0,0.0
605.0606060606061,1,-0.0,0.0,0.0,0.0
619.8181818181819,1,-0.0,0.0,0.0,0.0
634.5757575757576,1,-0.0,0.0,0.0,0.0
649.3333333333334,1,-0.0,0.0,0.0,0.0
664.0909090909091,1,-0.0,0.0,0.0,0.0
678.8484848484849,1,-0.0,0.0,0.0,0.0
693.6060606060606,1,-0.0,0.0,0.0,0.0
708.3636363636364,1,-0.0,0.0,0.0,0.0
723.1212121212121,1,-0.0,0.0,0.0,0.0
737.8787878787879,1,-0.0,0.0,0.0,0.0
752.6363636363636,1,-0.0,0.0,0.0,0.0
767.3939393939394,1,-0.0,0.0,0.0,0.0
782.1515151515151,1,-0.0,0.0,0.0,0.0
796.9090909090909,1,-0.0,0.0,0.0,0.0
811.6666666666666,1,-0.0,0.0,0.0,0.0
826.4242424242425,1,-0.0,0.0,0.0,0.0
841.1818181818182,1,-0.0,0.0,0.0,0.0
855.939393939394,1,-0.0,0.0,0.0,0.0
870.6969696969697,1,-0.0,0.0,0.0,0.0
885.4545454545455,1,-0.0,0.0,0.0,0.0
900.2121212121212,1,-0.0,0.0,0.0,0.0
914.969696969697,1,-0.0,0.0,0.0,0.0
929.7272727272727,1,-0.0,0.0,0.0,0.0
944.4848484848485,1,-0.0,0.0,0.0,0.0
959.2424242424242,1,-0.0,0.0,0.0,0.0
974.0,1,-0.0,0.0,0.0,0.0
988.7575757575758,1,-0.0,0.0,0.0,0.0
1003.5151515151515,1,-0.0,0.0,0.0,0.0
1018.2727272727273,1,-0.0,0.0,0.0,0.0
1033.030303030303,1,-0.0,0.0,0.0,0.0
1047.7878787878788,1,-0.0,0.0,0.0,0.0
1062.5454545454545,1,-0.0,0.0,0.0,0.0
1077.3030303030303,1,-0.0,0.0,0.0,0.0
1092.060606060606,1,-0.0,0.0,0.0,0.0
1106.8181818181818,1,-0.0,0.0,0.0,0.0
1121.5757575757575,1,-0.0,0.0,0.0,0.0
1136.3333333333333,1,-0.0,0.0,0.0,0.0
1151.090909090909,1,-0.0,0.0,0.0,0.0
1165.8484848484848,1,-0.0,0.0,0.0,0.0
1180.6060606060605,1,-0.0,0.0,0.0,0.0
1195.3636363636365,1,-0.0,0.0,0.0,0.0
1210.1212121212122,1,-0.0,0.0,0.0,0.0
1224.878787878788,1,-0.0,0.0,0.0,0.0
1239.6363636363637,1,-0.0,0.0,0.0,0.0
1254.3939393939395,1,-0.0,0.0,0.0,0.0
1269.1515151515152,1,-0.0,0.0,0.0,0.0
1283.909090909091,1,-0.0,0.0,0.0,0.0
1298.6666666666667,1,-0.0,0.0,0.0,0.0
1313.4242424242425,1,-0.0,0.0,0.0,0.0
1328.1818181818182,1,-0.0,0.0,0.0,0.0
1342.939393939394,1,-0.0,0.0,0.0,0.0
1357.6969696969697,1,-0.0,0.0,0.0,0.0
1372.4545454545455,1,-0.0,0.0,0.0,0.0
1387.2121212121212,1,-0.0,0.0,0.0,0.0
1401.969696969697,1,-0.0,0.0,0.0,0.0
1416.7272727272727,1,-0.0,0.0,0.0,0.0
1431.4848484848485,1,-0.0,0.0,0.0,0.0
1446.2424242424242,1,-0.0,0.0,0.0,0.0
1461.0,1,-0.0,0.0,0.0,0.0
